"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"35IJDB6D","journalArticle","1988","Holmer, N. M.","Notes on some Queensland languages","vol. D","","","","","","1988","2023-02-12 15:46:34","2023-02-12 15:46:54","","","","clairebowern","79","","","","","","","","","","","","","","","","","Citation Key: hol88 tex.unidentified: Canberra: Pacific Linguistics","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S8XD9JZ3","book","1993","Hosking, Dianne; McNicol, Sally","Wiradjuri","","","","","","","1993","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","Panther Press","Canberra","","","","","","","","Citation Key: hosmcn93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCALP5TD","book","1978","Hudson, Joyce","The core of Walmatjari grammar","","","","","","","1978","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","Australian Institute of Aboriginal Studies","Canberra","","","","","","","","Citation Key: hud78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5GJ3PLY7","journalArticle","","Hudson, Joyce","n.d","Walmajarri (Southern) wordlist. ASEDA 00","","","","","","","2023-02-12 15:46:34","2023-02-12 15:46:54","","","","clairebowern","84","","","","","","","","","","","","","","","","","Citation Key: ASEDA0084","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GYDABJCW","book","2003","","Yan-nhau dictionary","","","","","","","2003","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","Milingimbi CEC, draft edn","Milingimbi, NT","","","","","","","","Citation Key: jam03","","","","","","James, Bentley","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2G4PX7A5","journalArticle","","Jefferies, Tony","n.d","Yagara thesis","","","","","","","2023-02-12 15:46:34","2023-02-12 15:46:54","","","","clairebowern","703","","","","","","","","","","","","","","","","","Citation Key: ASEDA0703 tex.unidentified: ASEDA 0","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F28I2ZGT","journalArticle","","Johnson, Steve; Smith, Ian","n.d","Kugu nganhcara. ASEDA 00","","","","","","","2023-02-12 15:46:34","2023-02-12 15:46:54","","","","clairebowern","21","","","","","","","","","","","","","","","","","Citation Key: ASEDA0021","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RYAHTYGX","thesis","1989","Jolly, Lesley","Aghu Tharrnggala: a language of the Princess Charlotte Bay region of Cape York Peninsula","","","","","","","1989","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","B.A. Hons thesis, University of Melbourne","","","","","","","","","Citation Key: jol89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P8TYJPKI","book","2008","Jones, Caroline","Darkinyung grammar and dictionary: revitalising a language from historical sources","","","","","","","2008","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","Muurrbay Aboriginal Language and Culture Co-operative","Nambucca Heads, NSW","","","","","","","","Citation Key: jones2008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V5XJXAJD","journalArticle","","Jones, Caroline","n.d","Ngarinyman vocabulary","","","","","","","2023-02-12 15:46:34","2023-02-12 15:46:55","","","","clairebowern","796","","","","","","","","","","","","","","","","","Citation Key: ASEDA0796 tex.unidentified: ASEDA 0","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TNYEVFZ6","journalArticle","1986","Kilham, Christine; Pamulkan, Mabel; Pootchemunka, Jennifer; Wolmby, Topsy","Dictionary and sourcebook of the Wik-Mungkan language","ASEDA 00","","","","","","1986","2023-02-12 15:46:34","2023-02-12 15:46:55","","323","","clairebowern","6892","","","","","","","","","","","","","","","","","Citation Key: ASEDA0056 tex.unidentified: 56 and Darwin: SIL-AAIB. ISBN 0 8 0 xxv+425pp","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73QH9D87","book","2004","Kite, S.; Wurm, S. A","The <span class=""nocase"">Duuidjawu language of Southeast Queensland</span>: Grammar, texts and vocabulary","","","","","","","2004","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","Pacific Linguistics","Canberra","","","","","","","","Citation Key: kitwur04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RG242YU6","journalArticle","","Klokeid, Terry","n.d","Nyamarl wordlist. ASEDA 00","","","","","","","2023-02-12 15:46:34","2023-02-12 15:46:54","","","","clairebowern","75","","","","","","","","","","","","","","","","","Citation Key: ASEDA0075","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H3MXIPZG","journalArticle","1993","Kohen, J. L.","A dictionary of the Gundungurra language","Blue Mountains dreaming; the Aboriginal heritage","","","","","","1993","2023-02-12 15:46:34","2023-02-12 15:46:55","","136-146","","clairebowern","","","","","","","","","","","","","","","","","","Citation Key: koh93","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"66HMDSZF","book","2006","Lissarrague, A.","A salvage grammar and wordlist of the language from the <span class=""nocase"">Hunter River and Lake Macquarie</span>","","","","","","","2006","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","Muurrbay Aboriginal Language and Culture Cooperative","","","","","","","","","Citation Key: lissarrague2006salvage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W94TGHFE","book","2010","Lissarrague, A.","A grammar and dictionary of Gathang: the language of the <span class=""nocase"">Birrbay, Guringay and Warrimay</span>","","","","","","","2010","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","Muurrbay","Nambucca Heads, NSW","","","","","","","","Citation Key: lis10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KVMNNGM3","book","1960","Lowe, Beulah","Grammar lessons in Gupapuyu","","","","","","","1960","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","Milingimbi Literature Production Centre","Milingimbi","","","","","","","","Citation Key: low60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N8ZLTLJ5","book","2003","Mackman, D.; Oakley, K.; Centre, Yamaji Language","Malgana wangganyina","","","","","","","2003","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","Yamaji Language Centre","Geraldton","","","","","","","","Citation Key: mackman2003malgana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8BGNU5ZK","journalArticle","1886","Macredie, Thomas","Piangil","In","","","","","","1886","2023-02-12 15:46:34","2023-02-12 15:46:55","","448-51","","clairebowern","","","","","","","","","","","","","","","","","","Citation Key: curr201a tex.unidentified: <i>The Australian race</i>,. Melbourne: Government Printers","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8TN6F8LV","journalArticle","","Marika-Munugiritj, Raymattja","n.d","Rirratjingu wordlist. ASEDA 0","","","","","","","2023-02-12 15:46:34","2023-02-12 15:46:55","","","","clairebowern","451","","","","","","","","","","","","","","","","","Citation Key: ASEDA0451","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RFCGE4QK","journalArticle","","Marmion, Doug and","and <span class=""nocase"">Yamaji language centre</span>. n.d","Malgana dictionary","","","","","","","2023-02-12 15:46:34","2023-02-12 15:46:56","","","","clairebowern","616","","","","","","","","","","","","","","","","","Citation Key: ASEDA0616 tex.unidentified: ASEDA 0","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DWGZ9JHU","book","1902","Mathews, R. H.","Languages of some native tribes of <span class=""nocase"">Queensland, New South Wales and Victoria</span>","","","","","","","1902","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","Royal Society of New South Wales","Sydney","","","","","","","","Citation Key: mat02nt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K36LAZS3","journalArticle","1904","Mathews, R. H.","The native tribes of Victoria: their languages and customs","Proceedings of the American Philosophical Society","","","","","","1904","2023-02-12 15:46:34","2023-02-12 15:46:57","","54-70","","clairebowern","43","","","","","","","","","","","","","","","","","Citation Key: mathews1904native","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JJVUPXRK","journalArticle","1979","McDonald, Maryalice; Wurm, Stefan","Basic materials in Wangkumara (Gaḷali)","vol. B-","","","","","","1979","2023-02-12 15:46:34","2023-02-12 15:46:56","","","","clairebowern","65","","","","","","","","","","","","","","","","","Citation Key: mcdwur79 tex.unidentified: Canberra: Pacific Linguistics","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PC4TQBQF","book","1992","McEntee, John; McKenzie, Pearl","Adnya-math-nha english <span class=""nocase"">dictionary</span>","","","","","","","1992","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","The Authors","Adelaide, South Australia","","","","","","","","Citation Key: mcemck92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J32MWXSK","journalArticle","1989","McKelson, Kevin","Topical vocabulary of Northern Nyangumarta","ASEDA 00","","","","","","1989","2023-02-12 15:46:34","2023-02-12 15:46:55","","","","clairebowern","17","","","","","","","","","","","","","","","","","Citation Key: ASEDA0017","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUPC69M9","book","","McKelson, Kevin","n.d. Sketches","","","","","","","","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","Brief Sketches of Karajarri","Mangarla and a few other languages of the area","","","","","","","","Citation Key: mckelson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C33KPRS2","journalArticle","","McKelson, Kevin; McCallum, Diana","1988–89","Yulparija. ASEDA 00","","","","","","","2023-02-12 15:46:34","2023-02-12 15:46:56","","","","clairebowern","32","","","","","","","","","","","","","","","","","Citation Key: ASEDA0032","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5YAJ9HIA","journalArticle","1981","Menning, Kathy; Nash, David; McConvell, Patrick","Malngin wordlist","ASEDA 0","","","","","","1981","2023-02-12 15:46:34","2023-02-12 15:46:56","","","","clairebowern","128","","","","","","","","","","","","","","","","","Citation Key: ASEDA0128","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8C67H6KQ","journalArticle","1967","Moore, George F.","Wadjuk wordlist","ASEDA 00","","","","","","1967","2023-02-12 15:46:34","2023-02-12 15:46:56","","","","clairebowern","81","","","","","","","","","","","","","","","","","Citation Key: ASEDA0081","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ETSUVSAW","journalArticle","1844","Moorhouse, Matthew","A vocabulary of the dialect spoken by the <span class=""nocase"">Murray River Tribes in South Australia</span>","May","","","","","","1844","2023-02-12 15:46:34","2023-02-12 15:46:57","","","","clairebowern","1844","","","","","","","","","","","","","","","","","Citation Key: moorhouseV","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9UCJCQRW","book","1846","Moorhouse, Matthew","Vocabularies and outline of the grammatical structure of the <span class=""nocase"">Murray River Language: spoken by the natives of South Australia from Wellington on the Murray as far as Rufus</span>","","","","","","","1846","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","Andrew Murray","Adelaide","","","","","","","","Citation Key: ASEDA0255","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M8IQPTGN","bookSection","1983","Morphy, Frances","Djapu, a Yolngu dialect","Handbook of Australian Languages, volume 3","","","","","","1983","2023-02-12 15:46:34","2023-02-12 15:46:34","","1-188","","","","","","","","","","","John Benjamins","chap. 1,. Amsterdam","","","","","","","","Citation Key: mor83","","","","","","Dixon, R. M. W.; Blake, Barry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KSLT8EZ4","book","2001","Language, Muurrbay Aboriginal; Cooperative, Culture","A Gumbaynggir language dictionary","","","","","","","2001","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","AIATSIS. Produced by the Muurrbay Aboriginal Language and Culture Co-operative","Canberra","","","","","","","","Citation Key: gumbay01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVUSF3XK","book","1986","Nash, David","Topics in Warlpiri grammar","","","","","","","1986","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Garland Publishing Inc","Outstanding Dissertations in Linguistics. New York","","","","","","","","Citation Key: nas86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"589TCMNN","journalArticle","","Nash, David; Hale, Kenneth","n.d. Warlmanpa wordlist","ASEDA 0","","","","","","","2023-02-12 15:46:35","2023-02-12 15:46:56","","","","clairebowern","111","","","","","","","","","","","","","","","","","Citation Key: ASEDA0111","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YWKS5PWB","journalArticle","1953","Nekes, Hermann; Worms, Ernst","Australian languages","vol.","","","","","","1953","2023-02-12 15:46:35","2023-02-12 15:46:56","","","","clairebowern","10","","","","","","","","","","","","","","","","","Citation Key: nekwor53 tex.unidentified: Vienna: Microbibliotheka Anthropos","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XCPZW2FX","journalArticle","","Nordlinger, Rachel; Jones, Caroline","n.d","Birlinarra. ASEDA 0","","","","","","","2023-02-12 15:46:35","2023-02-12 15:46:56","","","","clairebowern","661","","","","","","","","","","","","","","","","","Citation Key: ASEDA0661","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DC4X6F36","journalArticle","1988","Oates, Lynette F.","The Muruwari language","C-","","","","","","1988","2023-02-12 15:46:35","2023-02-12 15:46:57","","","","clairebowern","108","","","","","","","","","","","","","","","","","Citation Key: oatesmuruwari1988","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YXFWZFMH","journalArticle","1967","O'Grady, Geoffrey N.","Umpila wordlist","ASEDA 00","","","","","","1967","2023-02-12 15:46:35","2023-02-12 15:46:57","","","","clairebowern","94","","","","","","","","","","","","","","","","","Citation Key: ASEDA0094","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SM8SFBBH","bookSection","1976","O'Grady, Geoffrey N.@","Umpila historical phonology","Languages of Cape York","","","","","","1976","2023-02-12 15:46:35","2023-02-12 15:46:35","","61-67","","","","","","","","","","","Australian Institute of Aboriginal Studies","Canberra","","","","","","","","Citation Key: ogr76","","","","","","Sutton, Peter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2BY82NPX","bookSection","1990","O'Grady, Geoffrey N.@","Umpila and Wadjuk: a long-slot approach to Pama-Nyungan","Studies in comparative Pama-Nyungan","","","","","","1990","2023-02-12 15:46:35","2023-02-12 15:46:35","","1-17","","","","","","","","","","","vol. C-111","Pacific Linguistics","","","","","","","","Citation Key: ogr90w","","","","","","O'Grady, G. N.; Tryon, D. T.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HWVSXTUT","journalArticle","1964","O'Grady, G. N.","Nyangumata grammar","Oceania linguistic monographs","","","","","","1964","2023-02-12 15:46:35","2023-02-12 15:46:57","","","","clairebowern","9","","","","","","","","","","","","","","","","","Citation Key: ogr64","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WSYJ3YN7","journalArticle","","O'Grady, G. N. n.d.a","Mirniny wordlist","ASEDA 00","","","","","","","2023-02-12 15:46:35","2023-02-12 15:46:57","","","","clairebowern","70","","","","","","","","","","","","","","","","","Citation Key: ASEDA0070","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PE7M6HIK","journalArticle","","O'Grady, G. N. n.d.b","Northern Mangarla wordlist","ASEDA 0","","","","","","","2023-02-12 15:46:35","2023-02-12 15:46:57","","","","clairebowern","192","","","","","","","","","","","","","","","","","Citation Key: ASEDA0192","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J6JAFIIE","book","1966","Osborne, Charles Roland","Indjilandji elicited material","","","","","","","1966","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","MS","Brisbane","","","","","","","","Citation Key: PMS1356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6S4IG6BW","book","2002","Patz, E.","A grammar of the kuku yalanji language of north queensland","","","","","","","2002","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Research School of Pacific and Asian Studies","ANU","","","","","","","","Citation Key: pat02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNU3FPL8","book","1990","","Walmatjarri-English dictionary: with English finderlist","","","","","","","1990","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","SIL","Darwin","","","","","","","","Citation Key: richud90","","","","","","Richards, Eirlys; Hudson, Joyce","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SSWG57WG","book","","Robertson, C. n.d","","","","","","","","","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Wangkumara grammar and dictionary","","","","","","","","","Citation Key: robnd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5B6JBD4M","journalArticle","1988","Robertson, Sue","Jaabugay dictionary","ASEDA 00","","","","","","1988","2023-02-12 15:46:35","2023-02-12 15:46:57","","","","clairebowern","13","","","","","","","","","","","","","","","","","Citation Key: ASEDA0013","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78DSNJGG","book","2005","Roennfeldt, David","Western Arrarnta picture dictionary","","","","","","","2005","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","IAD Press","Alice Springs","","","","","","","","Citation Key: roe05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SMLBWH6T","thesis","1989","Sands, Kristina","A grammar of Karajarri","","","","","","","1989","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","B.a. (hons) thesis, Australian National University, Canberra","","","","","","","","","Citation Key: san89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E5XRKJE9","book","","Santo, William","n.d","","","","","","","","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Gudjal language pocket dictionary. MS","","","","","","","","","Citation Key: santo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JGFDTSPW","book","","Schebeck, Bernard","n.d.<span class=""nocase"">a</span>","","","","","","","","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Dhau. MS","","","","","","","","","Citation Key: schdhan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FQE9HLXZ","book","","Schebeck, Bernard","n.d.<span class=""nocase"">b</span>","","","","","","","","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Kungadutyi. MS","","","","","","","","","Citation Key: schkung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KN5BD35R","manuscript","1999","Schebeck, Bernhard","English–Arabana finderlist","","","","","","","1999","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","","","","","","","","","","Citation Key: sch99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FMUQ8E82","thesis","2000","Schultze-Berndt, Eva","Simple and complex verbs in Jaminjung. a study in event categorisation","","","","","","","2000","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Ph.D. thesis, Katholieke Universiteit Nijmegen, Nijmegen","","","","","","","","","Citation Key: sch00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLSM4EJ7","journalArticle","","Schürmann, C.; Simpson, Jane; O'Grady, Geoffrey","1844/1990","A vocabulary of the Parnkalla language","","","","","","","2023-02-12 15:46:35","2023-02-12 15:46:58","","","","clairebowern","256","","","","","","","","","","","","","","","","","Citation Key: ASEDA0256 tex.unidentified: Adelaide. ASEDA 0","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C7QTHART","journalArticle","1996","Schwarz, Steve","Warlpiri-English dictionary. 15th sept","","","","","","","1996","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","clairebowern","1996","","","","","","","","","","","","","","","","","Citation Key: sch96wd tex.unidentified: electronic file","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBBMZ9GA","journalArticle","1994","Sharpe, M. C.","An all-dialect dictionary of <span class=""nocase"">Banjalang, an Australian language</span> no longer in general use","In","","","","","","1994","2023-02-12 15:46:35","2023-02-12 15:46:58","","35","","clairebowern","35","","","","","","","","","","","","","","","","","Citation Key: sharpe1994all tex.unidentified: <i>Papers from the First Asia International Lexicography Conference, Manila, Philippines, 1992</i>, . Linguistic Society of the Philippines","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2HJL5JGJ","book","1997","","Yugambeh-Bundjalung: What can be learnt from the dialect differences: What can be learnt from the dialect differences","","","","","","","1997","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","","In <i>Boundary rider</i>, author = Sharpe, M. C., publisher = Essays in honour of Geoffrey O'Grady. Pacific Linguistics","","","","","","","","Citation Key: sharpe1997yugambeh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RT987VLT","journalArticle","2005","Sharpe, M. C.","Grammar and texts of the Yugambeh-Bundjalung dialect chain in Eastern Australia","vol.","","","","","","2005","2023-02-12 15:46:35","2023-02-12 15:46:58","","","","clairebowern","370","","","","","","","","","","","","","","","","","Citation Key: sharpe2005grammar tex.unidentified: Lincom Europa","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9PILXRBR","book","1982","Simpson, J.; Heath, J.","Warumungu sketch grammar","","","","","","","1982","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","MS","Canberra","","","","","","","","Citation Key: simhea82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4DGQ9YWM","book","2002","Simpson, Jane","A learner's guide to warumungu","","","","","","","2002","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","IAD Press","Alice Springs","","","","","","","","Citation Key: sim02w","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CNVWAXFT","bookSection","2004","Simpson, Jane; Hercus, Luise","Thura-Yura as a subgroup","Australian languages: classification and the comparative method","","","","","","2004","2023-02-12 15:46:35","2023-02-12 15:46:35","","197-226","","","","","","","","","","","John Benjamins","vol. 249, Current Issues in Linguistic Theory, chap. 8,. Amsterdam","","","","","","","","Citation Key: simher04","","","","","","Bowern, Claire; Koch, Harold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6ZI42NK","thesis","2005","Steele, J. M.","The Aboriginal language of Sydney","","","","","","","2005","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Macquarie University, Sydney","","","","","","","","","Citation Key: ste95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F7I9Z7A7","book","","Sutton, Peter","n.d","","","","","","","","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Flinders Island vocabulary. MS","","","","","","","","","Citation Key: sutmsF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7WU9TNUZ","book","1878","Taplin, G.","The Narrinyeri: an account of the tribes of <span class=""nocase"">South Australian aborigines inhabiting the country around the lakes Alexandrina, Albert, and Coorong, and the lower part of the River Murray: their manners and customs; Also, an account of the mission at Point Macleay</span>","","","","","","","1878","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","ES Wigg","Adelaide","","","","","","","","Citation Key: tap78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJFE83T4","book","1840","Teichelmann, Christian G.; Schürmann, C. W.","Outlines of a grammar, vocbaulary, and phraseology, of the Aboriginal language of South Australia, spoken by the natives in and for some distance around Adelaide","","","","","","","1840","2023-02-12 15:46:35","2023-02-12 15:46:35","","","","","","","","","","","","","Published by the authors at the native location / Libraries Board of South Australia","Adelaide","","","","","","","","Citation Key: teisch40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
